Hora,Tipo,Cantidad,Activo,Símbolo,ID de transacción (TXID)
2023-11-01 05:00:04,FUNDING_FEE,0.13972419,USDT,WLDUSDT,7720069683047219690
2023-11-01 13:00:05,FUNDING_FEE,0.13539362,USDT,WLDUSDT,7721277627835269240
2023-11-01 19:33:47,REALIZED_PNL,-2.91497248,USDT,WLDUSDT,94971123094369
2023-11-01 19:33:47,REALIZED_PNL,-3.14817028,USDT,WLDUSDT,94971123094368
2023-11-01 19:33:47,COMMISSION,-0.0095,USDT,WLDUSDT,94971123094369
2023-11-01 19:33:47,COMMISSION,-0.01026,USDT,WLDUSDT,94971123094368
2023-11-01 21:00:04,FUNDING_FEE,0.12731175,USDT,WLDUSDT,7722485595901707920
2023-11-02 05:00:04,FUNDING_FEE,0.12623045,USDT,WLDUSDT,7723693564555347710
2023-11-02 12:21:57,COMMISSION,-0.2038932,USDT,WLDUSDT,94971123669696
2023-11-02 12:21:57,REALIZED_PNL,8.09584663,USDT,WLDUSDT,94971123669694
2023-11-02 12:21:57,COMMISSION,-0.27683775,USDT,WLDUSDT,94971123669694
2023-11-02 12:21:57,REALIZED_PNL,5.96265529,USDT,WLDUSDT,94971123669696
2023-11-02 12:21:57,REALIZED_PNL,3.28974085,USDT,WLDUSDT,94971123669695
2023-11-02 12:21:57,COMMISSION,-0.1124928,USDT,WLDUSDT,94971123669695
2023-11-02 16:00:30,COMMISSION,-0.039672,USDT,WLDUSDT,94971123837955
2023-11-02 16:26:27,COMMISSION,-0.030618,USDT,WLDUSDT,94970123848600
2023-11-02 16:26:27,REALIZED_PNL,0.336,USDT,WLDUSDT,94970123848600
2023-11-02 16:26:27,COMMISSION,-0.06911315,USDT,WLDUSDT,94970123848599
2023-11-02 16:26:27,REALIZED_PNL,0.7663,USDT,WLDUSDT,94970123848599
2023-11-02 18:09:51,COMMISSION,-0.061327,USDT,WLDUSDT,94970123897913
2023-11-02 18:09:51,COMMISSION,-0.05870205,USDT,WLDUSDT,94970123897911
2023-11-02 18:09:51,COMMISSION,-0.03504199,USDT,WLDUSDT,94970123897916
2023-11-02 18:09:51,COMMISSION,-0.17522,USDT,WLDUSDT,94970123897914
2023-11-02 18:09:51,COMMISSION,-0.37582545,USDT,WLDUSDT,94970123897915
2023-11-02 18:09:51,COMMISSION,-0.0061327,USDT,WLDUSDT,94970123897912
2023-11-02 19:40:18,COMMISSION,-0.02436,USDT,WLDUSDT,94971123917682
2023-11-02 19:40:18,REALIZED_PNL,1.9233369,USDT,WLDUSDT,94971123917679
2023-11-02 19:40:18,REALIZED_PNL,0.34021549,USDT,WLDUSDT,94971123917682
2023-11-02 19:40:18,COMMISSION,-0.14528165,USDT,WLDUSDT,94971123917678
2023-11-02 19:40:18,REALIZED_PNL,1.64032472,USDT,WLDUSDT,94971123917683
2023-11-02 19:40:18,REALIZED_PNL,2.0898952,USDT,WLDUSDT,94971123917681
2023-11-02 19:40:18,REALIZED_PNL,2.04584243,USDT,WLDUSDT,94971123917678
2023-11-02 19:40:18,COMMISSION,-0.13397999,USDT,WLDUSDT,94971123917680
2023-11-02 19:40:18,COMMISSION,-0.14964,USDT,WLDUSDT,94971123917681
2023-11-02 19:40:18,COMMISSION,-0.13658215,USDT,WLDUSDT,94971123917679
2023-11-02 19:40:18,COMMISSION,-0.11745,USDT,WLDUSDT,94971123917683
2023-11-02 19:40:18,REALIZED_PNL,1.87118523,USDT,WLDUSDT,94971123917680
2023-11-02 22:56:37,COMMISSION,-0.28974499,USDT,WLDUSDT,94970124001368
2023-11-03 05:00:06,FUNDING_FEE,0.14965705,USDT,WLDUSDT,7727317432390045070
2023-11-03 13:00:06,FUNDING_FEE,0.15313665,USDT,WLDUSDT,7728525402973064600
2023-11-03 21:00:04,FUNDING_FEE,0.154809,USDT,WLDUSDT,7729733373723856210
2023-11-04 05:00:06,FUNDING_FEE,0.1568284,USDT,WLDUSDT,7730941330759272620
2023-11-04 13:00:06,FUNDING_FEE,0.15482611,USDT,WLDUSDT,7732149302894184130
2023-11-04 21:00:05,FUNDING_FEE,0.15599831,USDT,WLDUSDT,7733357298810801070
2023-11-05 05:00:06,FUNDING_FEE,0.15603342,USDT,WLDUSDT,7734565294056327220
2023-11-05 13:00:09,FUNDING_FEE,0.1528718,USDT,WLDUSDT,7735773272944067190
2023-11-05 21:00:10,FUNDING_FEE,0.15206777,USDT,WLDUSDT,7736981277081520910
2023-11-06 05:00:08,FUNDING_FEE,0.14967415,USDT,WLDUSDT,7738189258522095670
2023-11-06 13:00:09,FUNDING_FEE,0.15104851,USDT,WLDUSDT,7739397236738747600
2023-11-06 21:00:10,FUNDING_FEE,0.15213094,USDT,WLDUSDT,7740605246496567210
2023-11-07 05:00:03,FUNDING_FEE,0.1532225,USDT,WLDUSDT,7741812927085405300
2023-11-07 13:00:04,FUNDING_FEE,0.14584945,USDT,WLDUSDT,7743020912138775170
2023-11-07 21:00:04,FUNDING_FEE,0.15381994,USDT,WLDUSDT,7744228861079183650
2023-11-08 05:00:04,FUNDING_FEE,0.15122042,USDT,WLDUSDT,7745436820505355160
2023-11-08 13:00:04,FUNDING_FEE,0.1511851,USDT,WLDUSDT,7746644780812329130
2023-11-08 21:00:04,FUNDING_FEE,0.15301591,USDT,WLDUSDT,7747852746697728360
2023-11-09 05:00:04,FUNDING_FEE,0.15456234,USDT,WLDUSDT,7749060694505681530
2023-11-09 13:00:06,FUNDING_FEE,0.15587506,USDT,WLDUSDT,7750268648898686360
2023-11-09 13:13:07,REALIZED_PNL,10.144,USDT,WLDUSDT,94971127032835
2023-11-09 13:13:07,COMMISSION,-0.0541554,USDT,WLDUSDT,94971127032843
2023-11-09 13:13:07,COMMISSION,-0.0650546,USDT,WLDUSDT,94971127032837
2023-11-09 13:13:07,REALIZED_PNL,6.112,USDT,WLDUSDT,94971127032837
2023-11-09 13:13:07,REALIZED_PNL,2.464,USDT,WLDUSDT,94971127032842
2023-11-09 13:13:07,COMMISSION,-0.0054496,USDT,WLDUSDT,94971127032838
2023-11-09 13:13:07,REALIZED_PNL,4.672,USDT,WLDUSDT,94971127032836
2023-11-09 13:13:07,COMMISSION,-0.03406,USDT,WLDUSDT,94971127032844
2023-11-09 13:13:07,COMMISSION,-0.1079702,USDT,WLDUSDT,94971127032835
2023-11-09 13:13:07,REALIZED_PNL,2.816,USDT,WLDUSDT,94971127032843
2023-11-09 13:13:07,REALIZED_PNL,0.512,USDT,WLDUSDT,94971127032838
2023-11-09 13:13:07,COMMISSION,-0.0497276,USDT,WLDUSDT,94971127032836
2023-11-09 13:13:07,COMMISSION,-0.0262262,USDT,WLDUSDT,94971127032842
2023-11-09 13:13:07,COMMISSION,-0.0023842,USDT,WLDUSDT,94971127032852
2023-11-09 21:00:03,FUNDING_FEE,-0.0313098,USDT,WLDUSDT,7751476602494772120
2023-11-09 21:56:11,REALIZED_PNL,0.6752,USDT,WLDUSDT,94970127361204
2023-11-09 21:56:11,COMMISSION,-0.0139616,USDT,WLDUSDT,94970127361204
2023-11-09 21:56:11,COMMISSION,-0.0026175,USDT,WLDUSDT,94970127361206
2023-11-09 21:56:11,REALIZED_PNL,6.0203,USDT,WLDUSDT,94970127361205
2023-11-09 21:56:11,COMMISSION,-0.0139592,USDT,WLDUSDT,94970127361207
2023-11-09 21:56:11,COMMISSION,-0.12477465,USDT,WLDUSDT,94970127361205
2023-11-09 21:56:11,REALIZED_PNL,0.126,USDT,WLDUSDT,94970127361206
2023-11-09 21:56:11,REALIZED_PNL,0.6704,USDT,WLDUSDT,94970127361207
2023-11-10 04:27:54,COMMISSION,-0.30788,USDT,WLDUSDT,94971127458544
2023-11-10 05:00:03,FUNDING_FEE,-0.15522829,USDT,WLDUSDT,7752684565569986660
2023-11-10 09:06:57,COMMISSION,-0.01830464,USDT,WLDUSDT,94970127548053
2023-11-10 09:06:57,REALIZED_PNL,0.4893,USDT,WLDUSDT,94970127548053
2023-11-10 09:06:57,COMMISSION,-0.0732396,USDT,WLDUSDT,94970127548048
2023-11-10 09:06:57,COMMISSION,-0.00261555,USDT,WLDUSDT,94970127548050
2023-11-10 09:06:57,COMMISSION,-0.3948801,USDT,WLDUSDT,94970127548051
2023-11-10 09:06:57,COMMISSION,-0.1621362,USDT,WLDUSDT,94970127548052
2023-11-10 09:06:57,REALIZED_PNL,1.9992,USDT,WLDUSDT,94970127548048
2023-11-10 09:06:57,REALIZED_PNL,2.9591,USDT,WLDUSDT,94970127548054
2023-11-10 09:06:57,REALIZED_PNL,4.3524,USDT,WLDUSDT,94970127548052
2023-11-10 09:06:57,REALIZED_PNL,0.0711,USDT,WLDUSDT,94970127548050
2023-11-10 09:06:57,REALIZED_PNL,10.6002,USDT,WLDUSDT,94970127548051
2023-11-10 09:06:57,REALIZED_PNL,0.4977,USDT,WLDUSDT,94970127548049
2023-11-10 09:06:57,COMMISSION,-0.11069955,USDT,WLDUSDT,94970127548054
2023-11-10 09:06:57,COMMISSION,-0.01830885,USDT,WLDUSDT,94970127548049
2023-11-10 09:14:15,COMMISSION,-0.029155,USDT,WLDUSDT,94971127553634
2023-11-10 10:52:22,COMMISSION,-0.276458,USDT,WLDUSDT,94971127584181
2023-11-10 10:52:22,COMMISSION,-0.012005,USDT,WLDUSDT,94971127584180
2023-11-10 13:00:04,FUNDING_FEE,-0.15872566,USDT,WLDUSDT,7753892535314145580
2023-11-10 14:28:34,COMMISSION,-0.2403132,USDT,WLDUSDT,94970127678665
